,name,country,region,sub_region,grape_varietal,wine_type,bottle_price,sale_price,description,merchant,address
96, Chateau Lamartine Cahors Prestige du Malbec,France,South West France,Cahors,Malbec,Still wine,,$15.99,"
Born in the Chateau itself, the current winemaker/owner, Alain Gayraud, took over from his grandparents in 1975. Encompassing 28 hectares of vines that range in age from 20 to 120 years old, the Domaine is in the westernmost reaches of the Cahor appellation, making Chateau Lamartine the only Cahors domaine that benefits from the influence of the Atlantic. Here, the vineyards occupy the best micro-climate along the Lot River, all with southern exposure on the oldest terraces in the appellation, where the soil consists of a limestone base with a plethora of stones.
At Chateau Lamartine, Gayraud farms lutte raisonnee and spends 2,000 hours per vintage green harvesting, to attain the naturally low yields he seeks. The roots express great depth, so the vines are rarely over stressed, yielding balanced wines, even in the hottest of years.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
97,,,,,,,,,,,
98,,,,,,,,,,,
99,,,,,,,,,,,
100,,,,,,,,,,,
101,,,,,,,,,,,
102,,,,,,,,,,,
103,,,,,,,,,,,
104, Buena Vista Chateau Buena Vista Cabernet Sauvignon,United States,California,Napa County,Cabernet Sauvignon,Still wine,$44.99,$34.99,"
In the 1860’s Buena Vista covered more than 6,000 acres that ran up into the foothills and into Napa County. In 1861, our founder, Count Haraszthy, journeyed to Europe to procure the finest grapevines. While in Bordeaux, he declared “Cabernet Sauvignon is its unsurpassed grape; the wine made of it possesses splendid color and an exquisite bouquet.’ Bringing choice cuttings back to California, he propagated them at Buena Vista and bringing Cabernet Sauvignon to the Napa Valley. We celebrate Buena Vista’s historic contribution to Napa wine by offering this rich, dense and opulent Napa Valley Cabernet Sauvignon.
The inaugural release of the Chateau Buena Vista Cabernet Sauvignon celebrates and honors Buena Vista’s indelible presence and significant contributions to the California wine world. Buena Vista has returned to Napa Valley, where Cabernet is the King, if not the Count. Sourced from vineyards from Yountville to St. Helena, the wine was aged for 28 months before being racked and aged an additional four months in French oak barrels, 40% new, for final aging. It was then bottled unfiltered.
The wine hails from vineyards throughout the Napa Valley, and is a rich and opulent Napa red wine with intensity, structure and power. It opens with rich aromas of black cherry and cardamom with a touch of black licorice. Spreading across the palate are flavors of red plum, black currant and cherry. The fine-grained tannins are silky and soft with a full-bodied mouthfeel and a long, lingering finish.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
105, Robert Mondavi Private Selection Pinot Noir,United States,California,Central Coast,Pinot Noir,Still wine,$12.49,$8.99,"
Unlike other reds, Pinot Noir grapes prefer the cool northern Central Coast over the warm southern region. Fussy grape, unfussy wine.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
106,,,,,,,,,,,
107, 14 Hands Cabernet Sauvignon,United States,Washington,Columbia Valley,Cabernet Sauvignon,Still wine,$15.19,$10.99,"
The inspiration for 14 Hands wines recalls a time when wild mustangs once freely roamed the hills of eastern Washington State. These small horses, measuring a scant 14 hands high - a “hand” being equivalent to a man’s palm width and how horses were measured then - would travel down from the hills every day to drink from the mighty Columbia River and graze upon the luscious waist high grasses along the riverbank, and then retreat back up into the hills to cool off at night. Strong and tenacious, these little horses became known for their endurance and were revered around the world.
This unique and beautiful landscape that gave these unbridled horses their spirit and tenacity now feeds our vines. With loamy-sand and gravel soils, these hills require a strong and determined grapevine, and our 14 Hands vines revel in this unique and world class terroir. With the fruit from these tenacious vines, 14 Hands wines are handcrafted into big, bold, juicy fruit forward reds and crisp, fruit forward white wines that are laced with the unbridled spirit and legend of the region.
14 Hands celebrates the spirit of these wild horses, and the rich and unique history of Washington wines not only in our wines, but also in the vibrant colors and images on our popular varietal labels and our new Hot to Trot red and white blend wines. Whether you enjoy 14 Hands by the glass in your favorite restaurant, or share a bottle with family or friends, our wines are the quintessential Washington wine experience – fruit-forward, easily enjoyable with any meal or on any occasion, and delivering a superb value for the price. Bringing this bottle of wine to the party is more than bringing just a wine – it’s a delicious wine with a unique story that’s sure to spark up a memorable conversation.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
108,,,,,,,,,,,
109,,,,,,,,,,,
110,,,,,,,,,,,
111, Castellare Chianti Classico DOCG,Italy,Tuscany,Chianti,Sangiovese,Still wine,,$23.99,"
Castellare is one of the many Chianti Classico estates that flies under the radar. Readers will find much to admire in these classically inspired wines, including a terrific edition of the flagship I Sodi di San Niccolo, which remains one of the most iconic pure Sangioveses in Tuscany. This is a strong lineup from proprietor Paolo Panerai and winemaker Alessandro Cellai.

- From Chianti Classico 2015 & 2016: Right Place, Right Time (Feb 2019) by Antonio Galloni
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
112, Cloudline Pinot Noir,United States,Oregon,Willamette Valley,Pinot Noir,Still wine,,$19.99,"
Pinot Noir is well-suited to pair with poultry, beef, fish, ham, lamb and pork. It will play well with creamy sauces, spicy seasonings and may just be one of the world’s most versatile food wines.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
113, Decoy Cabernet Sauvignon,United States,California,Sonoma County,Cabernet Sauvignon,Still wine,$19.99,$16.97,"
Co-founded by Dan and Margaret Duckhorn in 1976, Duckhorn Vineyards has spent more than 30 years establishing itself as one of North America’s premier producers of Bordeaux varietal wines. From its modest inaugural vintage of 800 cases of Cabernet Sauvignon and 800 cases of Merlot in 1978, to its addition of Sauvignon Blanc in 1982, Duckhorn Vineyards has crafted a tradition of quality and excellence that continues today.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
114, Chateau Lamartine Cahors Prestige du Malbec,France,South West France,Cahors,Malbec,Still wine,,$15.99,"
Born in the Chateau itself, the current winemaker/owner, Alain Gayraud, took over from his grandparents in 1975. Encompassing 28 hectares of vines that range in age from 20 to 120 years old, the Domaine is in the westernmost reaches of the Cahor appellation, making Chateau Lamartine the only Cahors domaine that benefits from the influence of the Atlantic. Here, the vineyards occupy the best micro-climate along the Lot River, all with southern exposure on the oldest terraces in the appellation, where the soil consists of a limestone base with a plethora of stones.
At Chateau Lamartine, Gayraud farms lutte raisonnee and spends 2,000 hours per vintage green harvesting, to attain the naturally low yields he seeks. The roots express great depth, so the vines are rarely over stressed, yielding balanced wines, even in the hottest of years.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
115,,,,,,,,,,,
116,,,,,,,,,,,
117,,,,,,,,,,,
118,,,,,,,,,,,
119,,,,,,,,,,,
120,,,,,,,,,,,
121,,,,,,,,,,,
122, Buena Vista Chateau Buena Vista Cabernet Sauvignon,United States,California,Napa County,Cabernet Sauvignon,Still wine,$44.99,$34.99,"
In the 1860’s Buena Vista covered more than 6,000 acres that ran up into the foothills and into Napa County. In 1861, our founder, Count Haraszthy, journeyed to Europe to procure the finest grapevines. While in Bordeaux, he declared “Cabernet Sauvignon is its unsurpassed grape; the wine made of it possesses splendid color and an exquisite bouquet.’ Bringing choice cuttings back to California, he propagated them at Buena Vista and bringing Cabernet Sauvignon to the Napa Valley. We celebrate Buena Vista’s historic contribution to Napa wine by offering this rich, dense and opulent Napa Valley Cabernet Sauvignon.
The inaugural release of the Chateau Buena Vista Cabernet Sauvignon celebrates and honors Buena Vista’s indelible presence and significant contributions to the California wine world. Buena Vista has returned to Napa Valley, where Cabernet is the King, if not the Count. Sourced from vineyards from Yountville to St. Helena, the wine was aged for 28 months before being racked and aged an additional four months in French oak barrels, 40% new, for final aging. It was then bottled unfiltered.
The wine hails from vineyards throughout the Napa Valley, and is a rich and opulent Napa red wine with intensity, structure and power. It opens with rich aromas of black cherry and cardamom with a touch of black licorice. Spreading across the palate are flavors of red plum, black currant and cherry. The fine-grained tannins are silky and soft with a full-bodied mouthfeel and a long, lingering finish.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
123, Robert Mondavi Private Selection Pinot Noir,United States,California,Central Coast,Pinot Noir,Still wine,$12.49,$8.99,"
Unlike other reds, Pinot Noir grapes prefer the cool northern Central Coast over the warm southern region. Fussy grape, unfussy wine.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
124,,,,,,,,,,,
125, 14 Hands Cabernet Sauvignon,United States,Washington,Columbia Valley,Cabernet Sauvignon,Still wine,$15.19,$10.99,"
The inspiration for 14 Hands wines recalls a time when wild mustangs once freely roamed the hills of eastern Washington State. These small horses, measuring a scant 14 hands high - a “hand” being equivalent to a man’s palm width and how horses were measured then - would travel down from the hills every day to drink from the mighty Columbia River and graze upon the luscious waist high grasses along the riverbank, and then retreat back up into the hills to cool off at night. Strong and tenacious, these little horses became known for their endurance and were revered around the world.
This unique and beautiful landscape that gave these unbridled horses their spirit and tenacity now feeds our vines. With loamy-sand and gravel soils, these hills require a strong and determined grapevine, and our 14 Hands vines revel in this unique and world class terroir. With the fruit from these tenacious vines, 14 Hands wines are handcrafted into big, bold, juicy fruit forward reds and crisp, fruit forward white wines that are laced with the unbridled spirit and legend of the region.
14 Hands celebrates the spirit of these wild horses, and the rich and unique history of Washington wines not only in our wines, but also in the vibrant colors and images on our popular varietal labels and our new Hot to Trot red and white blend wines. Whether you enjoy 14 Hands by the glass in your favorite restaurant, or share a bottle with family or friends, our wines are the quintessential Washington wine experience – fruit-forward, easily enjoyable with any meal or on any occasion, and delivering a superb value for the price. Bringing this bottle of wine to the party is more than bringing just a wine – it’s a delicious wine with a unique story that’s sure to spark up a memorable conversation.
",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
