name,country,region,sub_region,grape_varietal,wine_type,bottle_price,sale_price,description,merchant,address
 Chateau Larose Trintaudon Haut Medoc Cru Bourgeois,France,Bordeaux,Haut Medoc,Bordeaux Blend,Still wine,$22.99,$19.99,"Alcohol level:  13.5%Grape composition:  48% Merlot, 46% Cabernet Sauvignon, 6% Petit Verdot",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Lindemans Moscato Bin 90,Australia,South Eastern Australia,N/A,Muscat Blanc A Petits Grains,Still wine,,$10.99,"Lindeman’s wines contain the spirit and passion of its founder, Dr. Henry J. Lindeman, whose philosophy was to craft wines for everyday enjoyment.In 1843, Dr. Lindeman planted his first vineyard on his 330-acre property ‘Cawarra’ in the Hunter Valley of New South Wales. One hundred years later, the Lindeman’s Wine Company became a public listed company.By cellaring wines and not releasing them for sale until they had properly matured, Dr. Lindeman earned a reputation for producing wine of the highest quality. In 1973, the Lindeman’s Winery at Karadoc was built to cater for the increasing consumer demand for Lindeman’s wines around the world.Lindeman’s Bin 65 Chardonnay was first crafted for the Canadian market and launched in 1985 in response to the popularity of the Lindeman’s style of wines in the northern hemisphere. Following its success in Canada and the United States, Lindeman’s Bin 65 was ‘brought home’ to Australia in 1991.The winemaking team of nine is spread across Victoria and South Australia. Wayne Falkenberg and his team at the Lindeman’s Karadoc Winery produce wines for the Cawarra, Bin Series and Premier Selection labels, whilst the team based in the Coonawarra produce the Reserve and Coonawarra Trio wines.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Louis Jadot Macon Villages Chardonnay,France,Burgundy,Maconnais,Chardonnay,Still wine,$16.69,$12.99,"From the start, Maison Louis Jadot has always accorded equal importance to each of Burgundy’s appellations, from Grand Crus right through to regional wines. Our aim is to express the true nature of Burgundy through our wines, a terroir that can be both proud of its past and optimistic about its future.In order to produce wines that celebrate their terroir, Frederic Barnier works with a team: Cyril and Audrey. Together they have a large part to play in determining the success of our enterprise. Each influences the creation of our wines with their own particular set of skills, whether technical or commercial, thereby ensuring that Maison Jadot has a bright future ahead of it.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Chateau Beauchene Cote du Rhone Grand Reserve,France,Rhone,Cotes du Rhone,Red Rhone Blend,Still wine,,$13.99,"This wine is perfect with meats and cheeses, and is well suited to the southern French cuisine.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 J. Lohr Falcons Perch Pinot Noir,United States,California,Monterey County,Pinot Noir,Still wine,$18.19,$13.99,"J. Lohr was founded four decades ago by Jerry Lohr. Still family-owned and operated today, J. Lohr Vineyards & Wines sustainably farms 4,000 acres of estate vineyards in Paso Robles, Monterey County’s Arroyo Seco and Santa Lucia Highlands appellations, and St. Helena in the Napa Valley. The company’s dedication to its pillars of ”Family, Place, and Craft” is evidenced by its vintage-to-vintage track record of quality, innovation, and category leadership. J. Lohr crafts five tiers of award-winning wines showcasing its estate fruit: J. Lohr Estates, J. Lohr Vineyard Series, J. Lohr Cuvee Series, J. Lohr Gesture, and J. Lohr Signature Cabernet Sauvignon.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Mark West Pinot Noir,United States,California,N/A,Pinot Noir,Still wine,$25.59,$18.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 La Marca Prosecco 3-Pack,Italy,Veneto,Prosecco,Glera,Sparkling,,$14.99,Titratable Acidity: 0.58g/100mlpH: 3.2Alcohol Level: 11.3%Residual Sugar: 1.7g/100ml,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Columbia Crest H3 Merlot,United States,Washington,Columbia Valley,Merlot,Still wine,$18.19,$13.99,"From vineyard to crush, the Two Vines designation speaks to our method of vine trellising which positions grape clusters for optimum sun exposure, resulting in approachable wines with richer flavor, brighter color and an expression of fruit that’s perfect for every dayenjoyment. Warm days and cool nights help to create wines that are approachable, and enjoyable, with an outstanding value. Evidence of our commitment to producing quality wines is clear - Two Vines wines have earned over 85 “Best Value” and “Best Buy” designationsfrom leading wine publications.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Layer Cake Shiraz,Australia,South Australia,N/A,Syrah,Still wine,$19.69,$13.98,"South Australia is arguably one of the top shiraz-growing regions of the world. Within SA, the McLaren Vale and the Barossa are the most diverse and historic sub-regions with vines dating back to the 1830’s. The microclimates within these areas are what give Layer Cake Shiraz its complexity. For our Shiraz, we pull from vineyards in McLaren Vale and the Barossa Valley; from the sandy soiled blocks on the sea coast of Gulf St. Vincent, to the Terra Rosa based, tiny-berried wind-blown rolling hills in the Barossa Zone. The microclimates give us a broad array of flavors to blend into a complex, rich, full wine.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Cook S        Brut,United States,California,N/A,Champagne Blend,Sparkling,$12.19,$8.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Dry Sack Sherry,Spain,Jerez - Xeres - Sherry,N/A,"Palomino,Pedro Ximenez",Still wine,,$18.99,A distinctive blend of Palomino and Pedro Ximenez grapes. Aged in oak casks for 6 years in the traditional Solera method.,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Castellare Chianti Classico DOCG,Italy,Tuscany,Chianti,Sangiovese,Still wine,,$23.99,"Castellare is one of the many Chianti Classico estates that flies under the radar. Readers will find much to admire in these classically inspired wines, including a terrific edition of the flagship I Sodi di San Niccolo, which remains one of the most iconic pure Sangioveses in Tuscany. This is a strong lineup from proprietor Paolo Panerai and winemaker Alessandro Cellai.- From Chianti Classico 2015 & 2016: Right Place, Right Time (Feb 2019) by Antonio Galloni",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Cloudline Pinot Noir,United States,Oregon,Willamette Valley,Pinot Noir,Still wine,,$19.99,"Pinot Noir is well-suited to pair with poultry, beef, fish, ham, lamb and pork. It will play well with creamy sauces, spicy seasonings and may just be one of the world’s most versatile food wines.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Decoy Cabernet Sauvignon,United States,California,Sonoma County,Cabernet Sauvignon,Still wine,$19.99,$16.97,"Co-founded by Dan and Margaret Duckhorn in 1976, Duckhorn Vineyards has spent more than 30 years establishing itself as one of North America’s premier producers of Bordeaux varietal wines. From its modest inaugural vintage of 800 cases of Cabernet Sauvignon and 800 cases of Merlot in 1978, to its addition of Sauvignon Blanc in 1982, Duckhorn Vineyards has crafted a tradition of quality and excellence that continues today.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Chateau Lamartine Cahors Prestige du Malbec,France,South West France,Cahors,Malbec,Still wine,,$15.99,"Born in the Chateau itself, the current winemaker/owner, Alain Gayraud, took over from his grandparents in 1975. Encompassing 28 hectares of vines that range in age from 20 to 120 years old, the Domaine is in the westernmost reaches of the Cahor appellation, making Chateau Lamartine the only Cahors domaine that benefits from the influence of the Atlantic. Here, the vineyards occupy the best micro-climate along the Lot River, all with southern exposure on the oldest terraces in the appellation, where the soil consists of a limestone base with a plethora of stones.At Chateau Lamartine, Gayraud farms lutte raisonnee and spends 2,000 hours per vintage green harvesting, to attain the naturally low yields he seeks. The roots express great depth, so the vines are rarely over stressed, yielding balanced wines, even in the hottest of years.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Illuminati Cerssuolo d'Abruzzo Campirosa,Italy,Abruzzo,N/A,Montepulciano,Still wine,,$9.99,Alcohol 12.80 % vol.Total Acidity 6.00 g/l,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Walter Hansel Estate Chardonnay Russian River Sonoma,United States,N/A,N/A,N/A,Still wine,,$29.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Dark Horse Pinot Noir,United States,California,N/A,Pinot Noir,Still wine,$10.69,$7.99,"At Darkhorse wines, we challenge the belief that premium tasting wines must be premium priced.We search throughout the world’s best growing areas for vineyards that help us achieve the unexpected: To create great wines for the price of good.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
