,merchant,address,name,regprice,description,country,region,subregion,variety,type
59,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",337 Cabernet Sauvignon,$13.99,"Over centuries, vintners have carefully singled out the most admired vines, naming each vine with a unique number to identify its exceptional attributes. Here in California, we've planted a selection of these vines exactly where they will flourish best: in select locations on the red soils and cobblestones of our family-owned vineyard in Lodi and on the gentle slopes of our cool-climate estate in ",UNITED STATES,CALIFORNIA,CENTRAL VALLEY,CABERNET SAUVIGNON,Still wine
60,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Duckhorn Sauvignon Blanc,$29.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",UNITED STATES,CALIFORNIA,NAPA COUNTY,SAUVIGNON BLANC,Still wine
61,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Woodbridge By Robert Mondavi Cabernet Sauvignon,$16.99,"Robert Mondavi felt confident that the Napa Valley and California could ultimately create wines that would stand shoulder to shoulder with the great wines of the world. He founded the iconic Robert Mondavi Winery in 1966 near Oakville, California; the first major winery to be built in the Napa Valley since Prohibition. 

After the outstanding success of his Napa Valley winery, Robert ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
62,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sierra Cantabria Crianza,$19.99,"Founded by Guillermo Eguren, who is a self-made ""bodeguero"", coming from a family tradition of vine growers. Today, the fourth generation of the Eguren family, Marcos Eguren, is the winemaker and director of the winery. Sierra Cantabria has come to the forefront of Spanish wineries in the last 15 years. This is from the extreme care that they give to their vineyards, located in the best terrain ...",SPAIN,RIOJA,N/A,TEMPRANILLO,Still wine
63,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",La Calonica Rosso di Montepulciano,$15.99,"The Agricultural Estate La Calonica was founded in 1973 by the Cattani family who still supervises directly its production and sales, and covers about 45 hectares on the border of the provinces of Siena and Arezzo, between the Municipalities of Montepulciano and Cortona on a crest at about 350 meters above sea level, not far from Lake Trasimeno. The wines produced fall under the production ...",ITALY,TUSCANY,N/A,MONTEPULCIANO,Still wine
64,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Rodney Strong Sonoma Cabernet Sauvignon,$22.99,"Rodney Strong was one of the pioneers of Sonoma County’s modern wine industry, an acknowledged visionary who understood the potential that Sonoma’s soil and climate held for producing world-class wines. A successful dancer before retiring and turning to his second love, winemaking, Rodney Strong established Sonoma County’s 13th bonded winery in 1959.
Rodney Strong Vineyards grows and produces ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CABERNET SAUVIGNON,Still wine
65,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kris Pinot Grigio,$14.99,"The Franz Haas winery, which produces Kris, is located in the Alto Adige province of Northeast Italy. Alto Adige has a rich past, belonging to various political regimes at different points in time. This history has yielded a blend of Germanic influences and Italian styles, which can be seen in the region’s culture, architecture, and lifestyle. It is here among the breathtaking Dolomites Mountains ",ITALY,TRENTINO-ALTO ADIGE,TREVENEZIE,PINOT GRIS,Still wine
66,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kendall Jackson Chardonnay Grand Reserve,$21.99,"Jess Jackson of Kendall Jackson Winery takes great pride in being a family owned and operated business. He believed that, ""being a family-owned winery absolutely affects our winemaking. It affords us the luxury to take the long view. We can take risks and grow our grapes in mountain and hillside vineyards- even though it is more difficult for both the farmer and the vine. But grapes grown on ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
67,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Josh Chardonnay,$16.99,"
Joseph Carr was an award winning Sommelier and international wine industry executive who set out on his own in 2005 and founded Joseph Carr Winery in Carneros, California. It was, as Mr. Carr says, a chance to follow a dream. ""We're a family owned company dedicated to making world class, handcrafted wines. We work with small growers, coopers and winemakers producing elegant, sophisticated, ... click for more details
Sku: 56944  
",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
68,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pine Ridge Chenin Blanc Viognier 2017,$15.99,"Back in April, famed New York Times wine critic Eric Asimov wrote an article detailing 12 wines under $12: how low can you go and still find value? His premise was that the quest for exciting bottles gets trickier as the price drops. But you can still find some gems with a $12 limit. Gems like this classic California white blend from ""Pine Ridge, a Napa Valley producer, has been making this ...",UNITED STATES,CALIFORNIA,YOLO COUNTY,CHENIN BLANC^VIOGNIER,Still wine
69,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Grayson Cellars Cabernet Sauvignon,$10.99,"Larry Levin, winemaker for Grayson Cellars, spent 17 years at Dry Creek Vineyard where he had 18 Vintages and 15 varietal wines. He also was head of wine making at Franciscan, Mt Veeder, Robert Mondavi, Estancia and Ravenswood.Shows a dark ruby color with a rich nose of blackberry, raspberries and hints of black pepper. This intense Cabernet is full of artful fruit, provides a round mouth feel ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
70,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",High Valley Zinfandel 2017,$19.99,"The high valley AVA rises between 1,600 and 3,000 ft. elevation in the Coastal Ranges of northeastern Lake County. Thanks to the high elevation and the cool breezes from the oldest lake in North America, it is one of the coolest appellations in Lake County. We run nearly 1,000 sheep on these vineyards, composting the weeds into nutrients for the red, rocky volcanic soils. These are intensely ...",UNITED STATES,CALIFORNIA,LAKE COUNTY,ZINFANDEL,Still wine
71,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Simi Cabernet Sauvignon Alexander Valley,$25.99,"Twenty-six years after his first harvest at Alexander Valley Vineyards, Steve Reeder returned to his winemaking roots, becoming Vice President of Winemaking for Simi Winery in August 2003. 

Reeder, an internationally recognized winemaker, has received wide acclaim throughout the wine industry for many varieties, especially the Bordeaux-varietal wines. Among his accomplishments was ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CABERNET SAUVIGNON,Still wine
72,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Faiveley Bourgogne Pinot Noir,$27.99,"Founded in 1825, Bourgognes Faiveley has been handed down from father to son for over 175 years. As the sixth generation to take the reins, François Faiveley manages, with equal amounts passion and competence, the largest family domaine in Burgundy. Methodically reconstructing vineyards fractured by French inheritance laws, Bourgognes Faiveley today owns more appellations in their entirety ...",FRANCE,BURGUNDY,BOURGOGNE,PINOT NOIR,Still wine
73,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Infamous Goose Sauvignon Blanc,$14.99,"The wine is named for the Infamous Goose, a.k.a. the moa, a giant flightless bird that roamed the South Island of New Zealand well before humans appeared. Is the Infamous Goose really extinct? Rumors and legends abound. The only sure thing is this wine.

The wine has fresh aromas and flavors of nectarine, peach and gooseberry followed by fresh acidity and a clean finish....",N/A,N/A,N/A,N/A,N/A
74,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",The Pinot Project Rose,$12.99,"
The Pinot Project began in 2009 with a vision: a wine for the palate, the pocket, and the people. Renowned wine importer Michael Skurnik called on his experiences in the vineyards and cellars of Northern California to craft a silky, fruit-forward, and harmonious Pinot Noir. Since then, The Pinot Project has taken the wine world by storm.


Mission accomplished! The Pinot Project ... click for more details
Sku: 69368  
",N/A,N/A,N/A,N/A,N/A
75,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",The Palm Rose By Whisper Angel,$17.99,,N/A,N/A,N/A,N/A,N/A
76,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Los Haroldos Reserva Malbec 2017,$17.99,"Considered one of the best ""under the radar"" wineries in Argentina, Los Haroldos is the Reserve Malbec of the Falasco family. Originally from Italy, the Falasco's came to Argentina at the turn of the 20th century, and have been producing some of the best wines from the Uco Valley since 1939. Their 2017 Reserva is a blend of three different high elevation vineyards in La Consulta, Vista Flores, ...",ARGENTINA,CUYO,MENDOZA,MALBEC,Still wine
77,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cave L'Aurance Macon Villages 2017,$13.99,"This estate bottled white Burgundy is produced from chardonnay grapes grown on the gently rolling hills of the picturesque Macon district in southern Burgundy. The Maconnais district takes its name from the town of Macon, and is best known as a source of good value Chardonnay. As a ""village wine,"" it's a step above regular white burgundy and as implied by the designation ""Macon Villages"" in its ...",FRANCE,BURGUNDY,MACONNAIS,CHARDONNAY,Still wine
78,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Grayson Cellars Chardonnay,$9.99,"Larry Levin, winemaker for Grayson Cellars, spent 17 years at Dry Creek Vineyard where he had 18 Vintages and 15 varietal wines. He also was head of wine making at Franciscan, Mt Veeder, Robert Mondavi, Estancia and Ravenswood.Brilliantly ripe and shows bright, brisk acidity and good minerality with notes of pineapple and apricot. The palate offers green apple fruit with a crisp finish showing ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
79,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Decoy Chardonnay,$18.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CHARDONNAY,Still wine
80,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Quinta Do Cabriz Dao Red,$11.99,"The epicenter of value wines is Portugal, with more ""Best Buy"" distinctions than France, Spain, South America and even the United States. For the price, these wines rarely disappoint. Such is the case for the Quinta de Cabriz Dao Red 2014, the highest rated red listed in the Wine Spectator under $10. (2014 & 2015 vintage) 



Explore outside the norm with a traditional blend of 40% ...",N/A,N/A,N/A,N/A,N/A
81,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Wente Morning Fog Chardonnay 2018,$16.99,"A Wine Enthusiast Winery of the Year and the country's longest, continuously operated family-owned winery, Wente Family Vineyards is one of our top selling labels from California. Their Morning Fog Chardonnay 2018 (Editor's Choice) is a great expression of the breathtaking Livermore Valley, with diverse alluvial fans of soil consistently creating white wines with beautiful and lingering ...",UNITED STATES,CALIFORNIA,ALAMEDA COUNTY,CHARDONNAY,Still wine
82,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Laurel Ridge Napa Valley Cabernet Sauvignon 2018,$29.99,"""This beautifully crafted Cabernet Sauvignon offers rich and extracted flavors of blackberry, kirsch, dark plum, expresso and black licorice. Concentrated and powerful with chewy tannins that integrate perfectly with the fruit. The finish is long with a hint of anise and vanilla."" The Wine Buyer, 93 ...",UNITED STATES,CALIFORNIA,NAPA COUNTY,CABERNET SAUVIGNON,Still wine
